X,Y,OBJECTID,FACILITY_STATUS,NAME,CAD_NAME,AKA,TYPE,UNIT,CDF_UNIT,COUNTY,OWNER,FUNDING,STAFFING,ADDRESS,CITY,ZIP,PHONE_NUM,LAT,LON
-13580010.7919,4464691.8888,446,Active,Alma Fire Station 13,SCU Alma FS,Alma Fire Station,FSB,SCU,SCU,Santa Clara,STATE,B,P,19650 Santa Cruz Hwy,Los Gatos,95030,408-354-5050,37.18332768,-121.99131253
-13561179.0788,4466826.3211,447,Active,Almaden Fire Station 22,SCU Almaden FS,Almaden Fire Station,FSB,SCU,SCU,Santa Clara,STATE,B,P,20255 Mckean Road,San Jose,95120,408-268-1600,37.1986021,-121.82214437
-13540638.1505,4454472.9871,448,Active,Morgan Hill Fire Station 1 & 11,SCU Morgan Hill FS,Station 11 (Sched B) Station 1 (Sched A),FSAB,SCU,SCU,Santa Clara,STATE,C,P,15670 Monterey Road,Morgan Hill,95037,408-779-5136,37.1101563,-121.63762207
-13522918.0464,4449127.3488,449,Active,Coyote Fire Station 21,SCU Coyote FS,Coyote Fire Station,FSB,SCU,SCU,Santa Clara,STATE,B,P,8900 Gilroy Hot Springs Road,Gilroy,95020,408-842-4012,37.07185122,-121.47843967
-13508301.8412,4440966.6994,450,Active,Pacheco Fire Station 31,SCU Pacheco FS,Pacheco Fire Station,FSB,SCU,SCU,Santa Clara,STATE,B,P,12280 Pacheco Pass Highway,Hollister,95023,408-842-4221,37.01333738,-121.34714006
-13650988.0288,4933164.0305,451,Active,Ono FS,SHU Ono FS,Station #57,FSB,SHU,SHU,Shasta,STATE,B,P,11518 Platina ,Igo,96047,530-396-2202,40.46101259,-122.6289119
-13564511.2956,4938623.1902,452,Active,Shingletown FS,SHU Shingletown FS,Station #22,FSAB,SHU,SHU,Shasta,STATE,C,P,32249 Hwy 44,Shingletown,96088,530-474-3115,40.49831449,-121.85207818
-13713616.2578,4945876.0787,453,Active,Hayfork FS,SHU Hayfork FS,Station #62,FSB,SHU,SHU,Trinity,STATE,B,P,6231 State Highway 3,Hayfork,96041,530-628-4755,40.54944961,-123.19151085
-13632597.6435,4952147.5015,454,Active,Shasta FS,SHU Shasta FS,Station #58,FSAB,SHU,SHU,Shasta,STATE,C,P,16064 Homestake Rd,Redding,96033,530-225-2501,40.59063567,-122.46370825
-13569245.9174,4958074.031,455,Active,Whitmore FS,SHU Whitmore FS,Station #35,FSB,SHU,SHU,Shasta,STATE,B,P,11787 Ponderosa Way,Whitmore,96096,530-472-3227,40.63105184,-121.89461002
-13673532.0196,4964731.3259,456,Active,Fawn Lodge FS,SHU Fawn Lodge FS,Station #61,FSB,SHU,SHU,Trinity,STATE,B,P,60 Fawn Lodge Road,Fawn Lodge,96052,530-778-3720,40.67642247,-122.83142801
-13572425.8964,4968098.0852,457,Active,Buckhorn FS,SHU Buckhorn FS,Station #34,FSAB,SHU,SHU,Shasta,STATE,C,P,30377 Oak Run-To-Fern Rd,Whitmore,96096,530-472-3228,40.69935566,-121.92317625
-13591663.0017,4968800.3052,458,Active,Diddy Wells FS,SHU Diddy Wells FS,Station #74 ,FSB,SHU,SHU,Shasta,STATE,B,P,25830 Hwy 299E,Bella Vista,96008,530-472-3222,40.70413797,-122.09598611
-13681577.9868,4975822.7741,459,Active,Weaverville FS,SHU Weaverville FS,Station #60,FSB,SHU,SHU,Trinity,STATE,B,P,33400 Hwy 3 ,Weaverville,96093,530-623-4201,40.75194397,-122.90370616
-13568144.8177,4992788.4434,460,Active,Hillcrest FS,SHU Hillcrest FS,Station #75,FSB,SHU,SHU,Shasta,STATE,B,P,31385 Hwy 299E,Montgomery Creek,96065,530-337-6281,40.86729708,-121.88471867
-13540021.1954,4999550.7291,461,Active,Burney FS,SHU Burney FS,Station #14,FSB,SHU,SHU,Shasta,STATE,B,P,37966 Hwy 299E,Burney,96013,530-335-2203,40.91321937,-121.63207987
-13570401.5002,5014481.8116,462,Active,Big Bend FS,SHU Big Bend FS,Station #19,FSB,SHU,SHU,Shasta,STATE,B,P,25017 Big Bend ,Big Bend,96011,530-337-6921,41.01450266,-121.90499079
-13596097.853,5046800.1269,463,Active,McCloud FS,SKU McCloud FS,,FSB,SKU,SKU,Siskiyou,STATE,B,P,1509 Squaw Valley Rd,McCloud,96057,530-964-2150,41.23319765,-122.13582506
-13624467.454,5075271.7969,464,Active,Weed FS,SKU Weed FS,,FSB,SKU,SKU,Siskiyou,STATE,B,P,"300 Hwy 97, P.O. Box 704",Weed,96094,530-938-2322,41.42525862,-122.39067352
-13674507.1275,5102810.079,465,Active,Fort Jones FS,SKU Fort Jones FS,,FSB,SKU,SKU,Siskiyou,STATE,B,P,"12137 Main Street, P.O. Box 9",Fort Jones,96032,530-468-2696,41.6104844,-122.84018755
-13652319.5023,5116423.2131,466,Active,Yreka FS,SKU Yreka FS,,FSB,SKU,SKU,Siskiyou,STATE,B,P,"1809 Fairlane Rd, P.O. Box 128",Yreka,96097,530-842-4359,41.70185209,-122.64087273
-13581967.8274,5134496.7708,467,Active,Macdoel FS,SKU Macdoel FS,,FSB,SKU,SKU,Siskiyou,STATE,B,P,101 Meiss Lake Road,Macdoel,96058,530-398-4331,41.82295658,-122.00889288
-13644260.7622,5146550.3138,468,Active,Hornbrook FS,SKU Hornbrook FS,,FSB,SKU,SKU,Siskiyou,STATE,B,P,"14638 Bradley Henley Rd, P.O.",Hornbrook,96044,530-475-3582,41.90359611,-122.56847983
-13542481.5113,5035228.9909,469,Active,Pondosa FS,SKU Pondosa FS,,FSB,SKU,SHU,Shasta,STATE,B,P,"29599 Highway 89, P.O. Box 885",McCloud,96057,530-338-1303,41.15498059,-121.65418127
-13461120.4876,4253511.7322,470,Active,Las Tablas FS,SLU Las Tablas FS,#35,FSB,SLU,SLU,San Luis Obispo,STATE,B,P,275 Cypress Mt. Drive,Paso Robles,93446,805-238-4592,35.65688252,-120.92330275
-13455888.8127,4221266.3804,471,Temporarily Decommissioned,Cayucos FS,SLU Cayucos FS,#11,FSB,SLU,SLU,San Luis Obispo,STATE,B,P,Hwy. 1 @ Chaney,Cayucos,93430,805-995-1133,35.42117681,-120.87630582
-13379299.974,4215674.6189,472,Active,La Panza FS,SLU La Panza FS,#41,FSB,SLU,SLU,San Luis Obispo,STATE,B,P,"5398 Pozo Rd, Star Rt, Box 75A",Santa Margarita,93453,805-438-5460,35.38023192,-120.18829658
-13433865.9543,4204960.3684,473,Active,San Luis Obispo FS,SLU San Luis Obispo FS,#23,FSAB,SLU,SLU,San Luis Obispo,STATE,C,P,635 N. Santa Rosa,San Luis Obispo,93405,805-593-3484,35.30172037,-120.67847112
-13398942.8183,4612725.4333,474,Active,Arnold FS,TCU Arnold FS,,FSB,TCU,TCU,Calaveras,STATE,B,P,2517 Hwy 4,Arnold,95223,209-795-1542,38.23533782,-120.36475125
-13398778.4679,4534093.0478,475,Active,Blanchard FS,TCU Blanchard FS,,FSB,TCU,TCU,Tuolumne,STATE,B,P,2990 Hwy 132,La Grange,95329,209-852-2410,37.67839094,-120.36327486
-13429497.793,4576526.2815,476,Active,Copperopolis FS,TCU Copperopolis FS,,FSB,TCU,TCU,Calaveras,STATE,B,P,409 N. Main St.,Copperopolis,95228,209-785-2234,37.97946677,-120.63923125
-13415734.3497,4613833.3602,477,Active,Esperanza FS,TCU Esperanza FS,,FSB,TCU,TCU,Calaveras,STATE,B,P,9740 Mountain Ranch Rd,Mountain Ranch,95246,209-754-4402,38.24315499,-120.51559214
-13414286.2149,4556043.696,478,Active,Green Springs FS,TCU Green Springs FS,,FSB,TCU,TCU,Tuolumne,STATE,B,P,11600 La Grange Rd,Jamestown,95327,209-984-5574,37.83429039,-120.50258332
-13384857.6094,4556009.9781,479,Active,Groveland FS,TCU Groveland FS,,FSB,TCU,TCU,Tuolumne,STATE,B,P,11700 Merrell Rd,Groveland,95321,209-962-7821,37.83405115,-120.23822166
-13385212.8159,4639692.8411,480,Active,Hermit Springs FS,TCU Hermit Springs FS,,FSB,TCU,TCU,Calaveras,STATE,B,P,"Stanislausnf, Forrd 7N09@7N03",West Point,95255,209-419-4496,38.42537193,-120.24141254
-13408548.0938,4599790.3308,481,Active,Murphys FS,TCU Murphys FS,,FSB,TCU,TCU,Calaveras,STATE,B,P,33 Apple Blossom Dr,Murphys,95247,209-728-0398,38.14400991,-120.45103691
-13381546.934,4613471.0907,482,Active,Skull Creek FS,TCU Skull Creek FS,,FSB,TCU,TCU,Tuolumne,STATE,B,P,Forest Rd 5N20 At 5N38,Arnold,95223,209-795-1542,38.24059901,-120.20848136
-13384072.5885,4584916.255,483,Active,Twain Harte FS,TCU Twain Harte FS,,FSB,TCU,TCU,Tuolumne,STATE,B,P,22978 Meadow Dr.,Twain Harte,95383,209-586-3362,38.03885043,-120.2311697
-13447951.7747,4604018.2832,484,Active,Valley Springs FS,TCU Valley Springs FS,,FSB,TCU,TCU,Calaveras,STATE,B,P,1855 New Hogan Parkway ,Valley Springs,95252,209-772-1330,38.17387387,-120.80500619
-13416994.6502,4636664.3717,485,Active,West Point FS,TCU West Point FS,,FSB,TCU,TCU,Calaveras,STATE,B,P,22670 Hwy 26,West Point,95255,209-293-4222,38.40405576,-120.52691361
-13393767.5507,4573716.1864,486,Active,Standard FS,TCU Standard FS,,FSB,TCU,TCU,Tuolumne,STATE,B,P,18464 Striker Court,Sonora,95370,209-532-8182,37.95956633,-120.31826103
-13420350.9398,4591212.0181,487,Active,Altaville FS,TCU Altaville FS,,FSB,TCU,TCU,Calaveras,STATE,B,P,125 North Main St.,Altaville,95221,209-736-2037,38.08337986,-120.55706367
-13433022.0018,4606557.9995,488,Active,Headquarters FS,TCU San Andreas FS,Tuolumne-Calaveras HQ,FSB,TCU,TCU,Calaveras,STATE,B,P,785 Mountain Ranch Rd,San Andreas,95249,209-754-2735,38.19180714,-120.67088976
-13248614.7497,4390190.2919,489,Active,Badger FS,TUU Badger FS,,FSB,TUU,TUU,Tulare,STATE,B,P,50601 Hwy 245,Miramonte,93641,559-337-2524,36.64824609,-119.01433123
-13237271.4562,4359760.07,490,Active,Three Rivers FS,TUU Three Rivers FS,,FSB,TUU,TUU,Tulare,STATE,B,P,40900 Sierra  Drive ,Three Rivers ,93271,559-561-4432,36.42861374,-118.91243269
-13259399.7558,4361187.6988,491,Active,Woodlake FS,TUU Woodlake FS,,FSB,TUU,TUU,Tulare,STATE,B,P,35802 Olivera Drive,Woodlake,93286,559-564-2144,36.43893171,-119.11121459
-13275912.8038,4343876.9389,492,Active,Visalia FS,TUU Visalia FS,,FSB,TUU,TUU,Tulare,STATE,B,P,1968 South Lovers Lane,Visalia,93277,559-636-4126,36.31393158,-119.25960633
-13224975.9932,4327201.4656,493,Active,Bear Creek FS,TUU Bear Creek FS,,FSB,TUU,TUU,Tulare,STATE,B,P,39582 Balch Park Road ,Springville ,93265,559-539-2413,36.19292964,-118.80198067
-13244932.8502,4306717.0643,494,Active,Porterville FS,TUU Porterville FS,,FSB,TUU,TUU,Tulare,STATE,B,P,26488 Ave 140,Porterville,93257,559-784-2452,36.04428312,-118.98125616
-13237559.5303,4285558.7837,495,Active,Fountain Springs FS,TUU Fountain Springs FS,,FSB,TUU,TUU,Tulare,STATE,B,P,5560 Old Stage Road,Porterville,93257,559-534-2222,35.89045133,-118.9150205
-13217084.5836,4281796.4737,496,Active,Railroad Canyon FS,TUU Railraod Cayon FS,RRC,FSB,TUU,TUU,Tulare,STATE,B,P,38700 Hot Springs rd,California Hot Springs ,95207,559-619-9452,35.87367988,-118.70292515
-13197150.1389,4493629.6025,497,Active,Owens Valley CC,BDU Owens Valley CC,OVY,CC,BDU,BDU,Inyo,STATE,B,P,2781 South Round Valley Road,Bishop,93514,760-387-2565,37.39014846,-118.55201677
-13055800.0034,4065318.632,498,Active,Pilot Rock Fire Center,BDU Pilot Rock,,FCFFC,BDU,BDU,San Bernardino,STATE,B,P,23496 N Miller Canyon Rd,Silverwood Lake,92345,909-338-2812,34.2715119,-117.28224689
-13100870.4006,4027525.8511,499,Active,Prado CC,BDU Prado CC,,CC,BDU,BDU,San Bernardino,STATE,B,P,14467 Central Ave,Chino,91710,909-597-2911,33.99049044,-117.68712116
-13110678.855,4081265.2486,500,Active,Fenner Canyon CC,BDU Fenner Canyon CC,FCY,CC,BDU,LAC,Los Angeles,FEDERAL,B,P,P.O. Box 7 ,Valyermo,93563,661-944-5086,34.38980797,-117.77523201
-13094872.1737,4022033.7682,501,Active,Chino Institute for Women,BDU CIW CTC,,TC,BDU,BDU,San Bernardino,STATE,B,P,P.O. Box 2018,Chino,91708,909-597-1771,33.94957444,-117.63323817
-13512314.7697,4364605.5267,502,Active,Gabilan CC,BEU Gabilan CC,#38,CC,BEU,BEU,Monterey,STATE,B,P,31801 Mccoy Road,Soledad,93960,831-678-0609,36.46362809,-121.38318881
-13256544.0074,4393531.5014,503,Active,Miramonte CC,FKU Miramonte CC,,CC,FKU,FKU,Fresno,STATE,B,P,49039 Orchard Drive,Miramonte,93641,559-336-2313,36.67232349,-119.08556096
-13810359.6423,5086445.4728,504,Active,Alder CC,HUU Alder CC,,CC,HUU,HUU,Del Norte,STATE,B,P,1400 Alder Camp Road,Klamath,95548,707-482-2761,41.50047814,-124.06057146
-13783904.2569,4886064.3452,505,Active,Eel River CC,HUU Eel River CC,,CC,HUU,HUU,Humboldt,STATE,B,P,3850 Redwood Drive,Redway,95560,707-923-2757,40.13832443,-123.82291869
-13795979.6299,4920588.5508,506,Active,High Rock Fire Center,HUU High Rock Fire Center,,FCFFC,HUU,HUU,Humboldt,STATE,B,P,23322 Ave Of The Giants,Weott,95571,707-946-2362,40.37500671,-123.93139361
-13415268.3391,4924724.7783,507,Active,Antelope CC,LMU Antelope CC,,CC,LMU,LMU,Lassen,STATE,B,P,711-045 Center Rd,Susanville,96130,530-257-2295,40.40330697,-120.5114059
-13432787.8615,5089770.534,508,Active,Devils Garden Fire Center,LMU Devils Garden CC,,FCFFC,LMU,LMU,Modoc,STATE,B,P,335 Crowder Flat Road,Alturas,96101,530-233-3634,41.52284477,-120.66878644
-13494580.8857,5030529.2262,509,Active,Intermountain CC,LMU Intermountain CC,,CC,LMU,LMU,Lassen,STATE,B,P,22 Foothill Road,Bieber,96009,530-294-5289,41.12318503,-121.22388262
-13564063.1616,4610044.7275,510,Active,Delta CC,LNU Delta CC,,CC,LNU,LNU,Solano,STATE,B,P,6246 Lambie Rd,Suisun City,94585,707-428-4461,38.21642029,-121.84805253
-13659741.2723,4708868.0896,511,Active,Konocti CC,LNU Konocti CC,,CC,LNU,LNU,Lake,STATE,B,P,13044 State Highway 29,Lower Lake,95457,707-994-2441,38.91041059,-122.70754362
-13754262.8409,4772918.3658,512,Active,Chamberlain Creek Fire Center,MEU Chamberlain FC,,FCFFC,MEU,MEU,Mendocino,STATE,B,P,15800 Highway 20,Fort Bragg,95437,707-964-3716,39.35685491,-123.55664532
-13765098.7059,4774596.5768,513,Active,Parlin Fork CC,MEU Parlin Fork CC,,CC,MEU,MEU,Mendocino,STATE,B,P,23000 Highway 20,Fort Bragg,95437,707-964-3765,39.36851059,-123.65398555
-13363828.1287,4514153.3993,514,Active,Mount Bullion CC,MMU Mount Bullion CDC,MBL,CC,MMU,MMU,Mariposa,STATE,B,P,5730 Mt Bullion Acess Road,Mariposa,95338,209-966-2116,37.53648957,-120.04931062
-12989190.1314,3938374.9066,515,Active,Puerta La Cruz CC,MVU Puerta La Cruz CC,,CC,SDU,SDU,San Diego,STATE,B,P,32363 Highway 79,Warner Springs,92086,760-7823559,33.32388985,-116.68388023
-13037613.795,3952219.7033,516,Active,Rainbow Fire Center,MVU Rainbow Fire Center,,FCFFC,SDU,SDU,San Diego,STATE,B,P,8215 Rainbow Heights Road,Fallbrook,92028,760-728-7492,33.42774868,-117.1188774
-12973268.1216,3887315.3833,517,Active,La Cima CC,MVU La Cima CC,,CC,SDU,SDU,San Diego,STATE,B,P,15108 Sunrise Hwy,Julian,92036,760-765-0140,32.93978945,-116.54085039
-13462399.2926,4766009.7852,518,Active,Washington Ridge CC,CDF Washington Ridge CC,Washington Ridge CC,CC,NEU,NEU,Nevada,STATE,B,P,11425 Conservation Camp Rd,Nevada City,95959,530-265-7855,39.30885209,-120.93479045
-13003133.92,3980908.8507,519,Active,Bautista CC,RRU Bautista CC,,CC,RRU,RRU,Riverside,STATE,B,P,33015 Bautista Rd,Hemet,92544,951-927-3639,33.64256928,-116.80913942
-13088460.8479,4019001.7219,520,Active,Norco CC,RRU Norco CC,,CC,RRU,RRU,Riverside,FEDERAL,B,P,"5Th & Western, Bldg 314",Norco,91720,951-737-5911,33.92697727,-117.57564425
-13013933.9788,4033282.5049,521,Active,Oak Glen CC,RRU Oak Glen CC,,CC,RRU,RRU,Riverside,STATE,B,P,41100 Pine Bench Road,Yucaipa,92399,909-797-5418,34.0333563,-116.906158
-13591294.9439,4974898.1705,522,Active,Sugar Pine CC,SHU Sugar Pine CC,,CC,SHU,SHU,Shasta,STATE,B,P,15905 Sugar Pine Camp Road,Bella Vista,96008,530-472-3121,40.74565156,-122.09267979
-13670470.9106,4981373.8668,523,Active,Trinity River CC,SHU Trinity River CC,,CC,SHU,SHU,Trinity,STATE,B,P,"Forrt 34N76, 9Mi N Of Lewiston",Lewiston,96052,530-286-2880,40.78970909,-122.8039296
-13672781.019,5112817.1733,524,Active,Deadwood CC,SKU Deadwood CC,,CC,SKU,SKU,Siskiyou,STATE,B,P,17140 Mcadams Creek Road,Fort Jones,96032,530-468-2235,41.67766195,-122.82468166
-13417285.2088,4568774.4744,525,Active,Baseline Fire Center,BSL,Baseline Fire Center,FCFFC,TCU,TCU,Tuolumne,FEDERAL,B,P,16809 New Peoria Flat Rd.,Jamestown,95327,209-984-5287,37.92455723,-120.52952374
-13412806.0893,4594481.7245,526,Active,Vallecito CC,TCU Vallecito CC,Vallecito Camp,CC,TCU,TCU,Calaveras,STATE,B,P,3225 Six Mile Road,Angels Camp,95222,209-736-2553,38.10649552,-120.48928713
-13418453.9297,4564655.0947,527,Active,Sierra CC,TCU Sierra Training Center,Sierra Center,TC,TCU,TCU,Tuolumne,STATE,B,P,5100 O'Byrnes Ferry Rd,Jamestown,95327,209-984-4754,37.89536112,-120.54002254
-13215234.1898,4329304.6907,528,Active,Mountain Home CC,TUU Mountain Home CC,,CC,TUU,TUU,Tulare,STATE,B,P,45260 Bear Creek Rd,Springville,93265,559-5393151,36.2081759,-118.71446856
-13439956.8387,4208736.7335,529,Active,Cuesta CC,SLU Cuesta CC,Cuesta Camp,CC,SLU,SLU,San Luis Obispo,STATE,B,P,"Rt. 2, Box 427, Bld 962",San Luis Obispo,93401,805-543-9570,35.32940142,-120.73318646
-13259058.6421,4061433.6874,530,Active,Ventura Training Center,VNC Ventura Camp,Ventura Fire Fire and Training Center,FCCCC,SLU,VNC,Ventura,STATE,B,P,2800 Wright Rd,Camarillo ,93010,805-485-7951,34.24266724,-119.10815031
-13599737.0501,4457310.7436,531,Active,Ben Lomond CC,CZU Ben Lomond CC,Station 80,CC,CZU,CZU,Santa Cruz,STATE,B,P,13575 Empire Grade,Santa Cruz,95060,831-426-1610,37.12940511,-122.16851652
-13429818.1181,4254424.0125,532,Active,Los Robles YCC - CLOSED,SLU Los Robles YCC,,YCC,SLU,SLU,San Luis Obispo,STATE,B,P,4735 Airport Road,Paso Robles,93446,,35.66354096,-120.64210878
-13100882.4809,4027310.5769,533,Active,Prado HB,H305,,HB,BDU,BDU,San Bernardino,STATE,B,P,14467 Central Ave,Chino,91710,909-597-2911,33.98888702,-117.68722968
-13514287.6917,4423374.4655,534,Active,Hollister AAB,BEU Hollister AAB,#80,AAB,BEU,BEU,San Benito,STATE,B,P,2300 San Felipe Rd,Hollister,95024-0741,831-637-5456,36.88704348,-121.40091187
-13514382.5974,4423068.1307,535,Active,Hollister HB,BEU Hollister HB,,HB,BEU,BEU,San Benito,STATE,B,P,2300 San Felipe Road,Hollister,95024-0741,831-637-5456,36.887,-121.40176443
-13565156.4674,4837322.1051,536,Active,Chico AAB,BTU Chico AAB,,AAB,BTU,BTU,Butte,STATE,B,P,1335 Fortress Street,Chico,95926,530-895-6505,39.80276136,-121.85787386
-13325134.1501,4407235.5261,537,Active,Fresno AAB,FKU Fresno AAB,,AAB,FKU,FKU,Fresno,FEDERAL,F,P,2307 North Clovis Avenue,Fresno,93727,559-291-6435,36.77099854,-119.7017167
-13817709.1921,4946615.8385,538,Active,Rohnerville AAB,HUU Rohnerville AAB,,AAB,HUU,HUU,Humboldt,STATE,B,P,2420 Airport Way,Fortuna,95540,707-725-4572,40.55289035,-124.12659359
-13795788.74,4970989.2093,539,Active,Kneeland HB,HUU Kneeland HB,,HB,HUU,HUU,Humboldt,STATE,B,P,8355 Mountain View Road,Kneeland,95549,707-444-2863,40.71904292,-123.92967882
-13484727.1926,5030545.9106,540,Active,Bieber HB,LMU Bieber HB,,HB,LMU,LMU,Lassen,STATE,B,P,510 Bridge Street,Bieber,96009,530-294-5251,41.12329793,-121.13536539
-13660952.3672,4697862.8257,541,Active,Boggs Mountain HB,LNU Boggs Mountain HB,,HB,LNU,LNU,Lake,STATE,B,P,P.O. Box 839 (Road 500 Bmdsf),Cobb,95426,707-928-5484,38.8339033,-122.71842307
-13670688.2804,4652249.741,542,Active,Sonoma AAB,LNU Sonoma AAB,,AAB,LNU,LNU,Sonoma,STATE,B,P,2235 Airport Blvd,Santa Rosa,95401,707-576-2586,38.51063225,-122.80588227
-13714893.6105,4739840.1364,543,Active,Ukiah AAB,MEU Ukiah AAB,,AAB,MEU,MEU,Mendocino,STATE,B,P,1475 South State Street,Ukiah,95482,707-462-6102,39.12672004,-123.2029855
-13014560.1129,3900642.845,544,Active,Ramona AAB,MVU Ramona AAB,,AAB,SDU,SDU,San Diego,STATE,B,P,2498 Montecito Rd,Ramona,92065,760-789-1370,33.04020865,-116.91178265
-13052149.7481,3942100.1556,545,Active,Fallbrook HB,MVU Fallbrook HB,,HB,SDU,SDU,San Diego,COUNTY,C,P,County Airport Fallbrook,Fallbrook,92028,760-723-6050,33.35184759,-117.24945609
-13021458.7079,3871226.5664,546,Active,Gillespie HB,MVU Gillespie HB,,HB,SDU,SDU,San Diego,COUNTY,A,P,1745 North Marshall Ave.,El Cajon,92020,619-258-1397,32.81841207,-116.97375379
-13469581.0177,4753709.6551,547,Active,Grass Valley Air Attack Base,CDF Grass Valley AAB,Grass Valley AAB,AAB,NEU,NEU,Nevada,FEDERAL,B,P,13120 Loma Rica Drive,Grass Valley,95945,530-272-4952,39.22330605,-120.99930499
-13026823.355,3992638.6096,548,Active,Hemet Ryan AAB,RRU Hemet Ryan AAB,,AAB,RRU,RRU,Riverside,STATE,B,P,4710 West Stetson Ave,Hemet,92343,951-652-2066,33.73024632,-117.02194523
-13026939.5177,3992707.5176,549,Active,Hemet Ryan HB,RRU Hemet Ryan HB,,HB,RRU,RRU,Riverside,STATE,B,P,4710 West Stetson Ave,Hemet,92343,951-652-2066,33.73076112,-117.02298874
-13579928.8274,4464725.9833,550,Active,Alma Helitack Base Fire Station 33,SCU Alma HB,Alma Helitack,HB,SCU,SCU,Santa Clara,STATE,B,P,19650 Santa Cruz Hwy,Los Gatos,95030,408-354-4806,37.18357169,-121.99057623
-13614156.8548,4941773.0648,551,Active,Redding AAB,SHU Redding AAB,,AAB,SHU,SHU,Shasta,STATE,B,P,6101 Airport Road,Redding,96002,530-226-2795,40.51982791,-122.29805183
-13428813.8191,4256358.2092,552,Active,Paso Robles AAB,SLU Paso Robles AAB,,AAB,SLU,SLU,San Luis Obispo,STATE,B,P,3403 Taxiway A,Paso Robles,93446,805-238-1878,35.67765626,-120.63308701
-13403998.0592,4584568.2307,553,Active,Columbia HB,TCU Columbia HB,O22,HB,TCU,TCU,Tuolumne,STATE,B,P,10723 North Airport Rd,Columbia,95310,209-532-2911,38.03638811,-120.41016325
-13403998.0592,4584568.2307,554,Active,Columbia AAB,TCU Columbia AAB,Columbia,AAB,TCU,TCU,Tuolumne,STATE,B,P,10723 Airport Rd,Columbia,95310,209-532-2911,38.03638811,-120.41016325
-13253940.3662,4304699.238,555,Active,Porterville AAB,TUU Porterville AAB,,AAB,TUU,TUU,Tulare,STATE,B,P,1893 S Newcomb Street,Porterville,93257,559-784-0828,36.0296254,-119.06217206
-13183667.0905,4119621.4757,556,Active,FS 78,078,78,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,17021 W. Elizabeth Lake Road,Lake Hughes,93532,661-724-1311,34.67366006,-118.43089648
-13160143.7722,4116032.2717,557,Active,FS 84,084,84,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,5030 W. Avenue L-14,Quartz Hill,93536,661-943-3211,34.6471395,-118.21958292
-13124223.4306,4096476.6861,558,Active,FS 79,079,79,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,33957 Longview Road,Pearblossom,93553,661-944-1260,34.50249471,-117.896905
-13204279.7572,4095674.8723,559,Active,FS 149,149,149,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,31770 N. Ridge Route Rd.,Castaic,91384,661-257-3020,34.49655869,-118.61606322
-13151518.2811,4094497.85,560,Active,FS 80,080,80,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,1533 W. Sierra Highway,Acton,93510,661-269-1919,34.48784406,-118.14209881
-13185928.6782,4084903.0722,561,Active,FS 107,107,107,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,18239 W. Soledad Canyon Rd.,Santa Clarita,91351,661-252-2414,34.41677093,-118.45121267
-13200516.299,4080952.0597,562,Active,LAC 124 FS,124,124,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,25870 Hemingway Ave.,Stevenson Ranch,91381,661-254-4404,34.38748631,-118.58192329
-13195124.0998,4080951.8003,563,Active,FS 73,073,73,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,24875 N. Railroad Ave.,Santa Clarita,91321,661-254-9661,34.38748438,-118.53381655
-13181794.9528,4080610.9549,564,Active,FS 123,123,123,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,26321 N. Sand Canyon Rd,Santa Clarita,91351,661-252-1235,34.38495757,-118.41407878
-13156446.0331,4055353.9621,565,Active,FS 82,082,82,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,352 Foothill Blvd.,La Canada Flintridge,91011,818-790-4686,34.19750687,-118.18636556
-13208318.9929,4049195.1393,566,Active,FS 68,068,68,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,24130 Calabasas Road,Calabasas,91302,818-222-1107,34.15173437,-118.65234829
-13213376.7543,4049116.7963,567,Active,FS 125,125,125,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,5215 N. Las Virgenes Road,Calabasas,91302,818-880-4411,34.15115197,-118.69778293
-13219578.8834,4046861.5852,568,Active,FS 65,065,65,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,4206 N. Cornell Road,Agoura,91301,818-889-0610,34.13438486,-118.75349761
